TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,FTARATE,PTSOFF TO,2NDPTS,FBPS,PITP,2PM,2PA,2P%,TEAM OPP,MATCH UP OPP,W/L OPP,MIN OPP,PTS OPP,FGM OPP,FGA OPP,FG% OPP,3PM OPP,3PA OPP,3P% OPP,FTM OPP,FTA OPP,FT% OPP,OREB OPP,DREB OPP,REB OPP,AST OPP,TOV OPP,STL OPP,BLK OPP,PF OPP,+/- OPP,OFFRTG OPP,DEFRTG OPP,NETRTG OPP,AST% OPP,AST/TO OPP,ASTRATIO OPP,OREB% OPP,DREB% OPP,REB% OPP,TOV% OPP,EFG% OPP,TS% OPP,PACE OPP,PIE OPP,FTARATE OPP,PTSOFF TO OPP,2NDPTS OPP,FBPS OPP,PITP OPP,2PM OPP,2PA OPP,2P% OPP
HOU,HOU vs. ORL,12/21/2022,L,48,110,41,88,46.6,17,43,39.5,11,17,64.7,9,40,49,22,17,6,4,23,-6,107.8,114.9,-7.0,53.7,1.29,16.2,24.5,74.1,51.4,16.7,56.3,57.6,101.5,47.9,0.193,17,14,12,40,24,45,53.3,ORL,ORL @ HOU,W,48,116,41,91,45.1,11,37,29.7,23,33,69.7,11,34,45,19,11,11,6,18,6,114.9,107.8,7.0,46.3,1.73,14.1,25.9,75.5,48.6,10.9,51.1,55.0,101.5,52.1,0.363,21,19,15,50,30,54,55.6
MIL,MIL @ CLE,12/21/2022,L,48,106,39,83,47.0,13,30,43.3,15,22,68.2,13,33,46,20,21,7,5,23,-8,108.2,116.3,-8.2,51.3,0.95,14.9,33.3,73.9,53.2,21.4,54.8,57.2,98.0,45.2,0.265,12,14,12,46,26,53,49.1,CLE,CLE vs. MIL,W,48,114,41,85,48.2,10,32,31.3,22,28,78.6,9,28,37,22,10,8,3,21,8,116.3,108.2,8.2,53.7,2.2,16.7,26.1,66.7,46.8,10.2,54.1,58.6,98.0,54.8,0.329,22,18,9,54,31,53,58.5
DET,DET @ PHI,12/21/2022,L,48,93,31,79,39.2,6,23,26.1,25,34,73.5,11,35,46,15,22,6,1,15,-20,90.3,109.7,-19.4,48.4,0.68,11.2,30.2,73.1,51.4,21.4,43.0,49.5,103.0,36.7,0.43,12,16,9,34,25,56,44.6,PHI,PHI vs. DET,W,48,113,41,93,44.1,11,37,29.7,20,22,90.9,13,36,49,27,12,8,7,23,20,109.7,90.3,19.4,65.9,2.25,18.8,26.9,69.8,48.6,11.7,50.0,55.0,103.0,63.3,0.237,36,11,20,56,30,56,53.6
UTA,UTA @ DET,12/20/2022,W,48,126,47,93,50.5,20,46,43.5,12,19,63.2,12,31,43,27,12,7,5,22,15,131.3,116.8,14.4,57.4,2.25,19.3,33.3,72.7,51.6,12.5,61.3,62.2,95.5,53.4,0.204,18,22,2,48,27,47,57.4,DET,DET vs. UTA,L,48,111,41,81,50.6,9,25,36.0,20,27,74.1,9,34,43,22,14,6,1,19,-15,116.8,131.3,-14.4,53.7,1.57,17.1,27.3,66.7,48.4,14.7,56.2,59.8,95.5,46.6,0.333,16,15,10,54,32,56,57.1
PHX,PHX vs. WAS,12/20/2022,L,48,110,41,89,46.1,13,32,40.6,15,19,78.9,15,29,44,26,14,2,1,23,-3,114.6,116.5,-1.9,63.4,1.86,18.8,34.0,72.3,52.6,14.6,53.4,56.5,96.5,44.9,0.213,8,18,5,48,28,57,49.1,WAS,WAS @ PHX,W,48,113,38,80,47.5,11,27,40.7,26,37,70.3,9,32,41,22,10,9,4,14,3,116.5,114.6,1.9,57.9,2.2,16.7,27.7,66.0,47.4,10.3,54.4,58.7,96.5,55.1,0.463,25,14,16,48,27,53,50.9
DET,DET vs. UTA,12/20/2022,L,48,111,41,81,50.6,9,25,36.0,20,27,74.1,9,34,43,22,14,6,1,19,-15,116.8,131.3,-14.4,53.7,1.57,17.1,27.3,66.7,48.4,14.7,56.2,59.8,95.5,46.6,0.333,16,15,10,54,32,56,57.1,UTA,UTA @ DET,W,48,126,47,93,50.5,20,46,43.5,12,19,63.2,12,31,43,27,12,7,5,22,15,131.3,116.8,14.4,57.4,2.25,19.3,33.3,72.7,51.6,12.5,61.3,62.2,95.5,53.4,0.204,18,22,2,48,27,47,57.4
WAS,WAS @ PHX,12/20/2022,W,48,113,38,80,47.5,11,27,40.7,26,37,70.3,9,32,41,22,10,9,4,14,3,116.5,114.6,1.9,57.9,2.2,16.7,27.7,66.0,47.4,10.3,54.4,58.7,96.5,55.1,0.463,25,14,16,48,27,53,50.9,PHX,PHX vs. WAS,L,48,110,41,89,46.1,13,32,40.6,15,19,78.9,15,29,44,26,14,2,1,23,-3,114.6,116.5,-1.9,63.4,1.86,18.8,34.0,72.3,52.6,14.6,53.4,56.5,96.5,44.9,0.213,8,18,5,48,28,57,49.1
MEM,MEM @ DEN,12/20/2022,L,48,91,36,81,44.4,5,26,19.2,14,21,66.7,7,35,42,25,16,11,7,21,-14,90.1,105.0,-14.9,69.4,1.56,18.7,16.7,66.7,43.1,15.8,47.5,50.4,100.5,46.8,0.259,16,3,12,62,31,55,56.4,DEN,DEN vs. MEM,W,48,105,40,89,44.9,10,27,37.0,15,25,60.0,13,35,48,28,17,9,5,19,14,105.0,90.1,14.9,70.0,1.65,19.3,33.3,83.3,56.9,17.0,50.6,52.5,100.5,53.2,0.281,14,10,15,50,30,62,48.4
DEN,DEN vs. MEM,12/20/2022,W,48,105,40,89,44.9,10,27,37.0,15,25,60.0,13,35,48,28,17,9,5,19,14,105.0,90.1,14.9,70.0,1.65,19.3,33.3,83.3,56.9,17.0,50.6,52.5,100.5,53.2,0.281,14,10,15,50,30,62,48.4,MEM,MEM @ DEN,L,48,91,36,81,44.4,5,26,19.2,14,21,66.7,7,35,42,25,16,11,7,21,-14,90.1,105.0,-14.9,69.4,1.56,18.7,16.7,66.7,43.1,15.8,47.5,50.4,100.5,46.8,0.259,16,3,12,62,31,55,56.4
CHI,CHI @ MIA,12/20/2022,W,48,113,40,73,54.8,13,31,41.9,20,24,83.3,5,34,39,24,17,7,0,16,10,118.9,108.4,10.5,60.0,1.41,18.9,23.5,80.0,55.7,17.9,63.7,67.6,95.0,54.7,0.329,21,8,2,44,27,42,64.3,MIA,MIA vs. CHI,L,48,103,38,81,46.9,15,44,34.1,12,17,70.6,9,26,35,26,13,9,0,16,-10,108.4,118.9,-10.5,68.4,2.0,20.0,20.0,76.5,44.3,13.7,56.2,58.2,95.0,45.3,0.21,18,8,8,40,23,37,62.2
MIA,MIA vs. CHI,12/20/2022,L,48,103,38,81,46.9,15,44,34.1,12,17,70.6,9,26,35,26,13,9,0,16,-10,108.4,118.9,-10.5,68.4,2.0,20.0,20.0,76.5,44.3,13.7,56.2,58.2,95.0,45.3,0.21,18,8,8,40,23,37,62.2,CHI,CHI @ MIA,W,48,113,40,73,54.8,13,31,41.9,20,24,83.3,5,34,39,24,17,7,0,16,10,118.9,108.4,10.5,60.0,1.41,18.9,23.5,80.0,55.7,17.9,63.7,67.6,95.0,54.7,0.329,21,8,2,44,27,42,64.3
NYK,NYK vs. GSW,12/20/2022,W,48,132,45,87,51.7,17,40,42.5,25,32,78.1,14,33,47,27,12,8,1,15,38,134.7,97.9,36.8,60.0,2.25,18.9,40.9,87.2,62.7,12.2,61.5,65.3,97.0,66.6,0.368,36,16,13,50,28,47,59.6,GSW,GSW @ NYK,L,48,94,35,74,47.3,12,35,34.3,12,13,92.3,4,25,29,23,20,3,2,22,-38,97.9,134.7,-36.8,65.7,1.15,18.5,12.8,59.1,37.3,20.8,55.4,59.0,97.0,33.4,0.176,10,6,8,38,23,39,59.0
GSW,GSW @ NYK,12/20/2022,L,48,94,35,74,47.3,12,35,34.3,12,13,92.3,4,25,29,23,20,3,2,22,-38,97.9,134.7,-36.8,65.7,1.15,18.5,12.8,59.1,37.3,20.8,55.4,59.0,97.0,33.4,0.176,10,6,8,38,23,39,59.0,NYK,NYK vs. GSW,W,48,132,45,87,51.7,17,40,42.5,25,32,78.1,14,33,47,27,12,8,1,15,38,134.7,97.9,36.8,60.0,2.25,18.9,40.9,87.2,62.7,12.2,61.5,65.3,97.0,66.6,0.368,36,16,13,50,28,47,59.6
PHI,PHI vs. TOR,12/19/2022,W,53,104,32,80,40.0,15,42,35.7,25,27,92.6,4,37,41,22,16,8,1,21,3,101.0,99.0,2.0,68.8,1.38,16.5,16.3,75.0,46.5,15.5,49.4,56.6,92.83,49.9,0.338,14,3,16,30,17,38,44.7,TOR,TOR @ PHI,L,53,101,37,88,42.0,11,40,27.5,16,20,80.0,9,41,50,24,16,6,3,20,-3,99.0,101.0,-2.0,64.9,1.5,17.3,25.0,83.7,53.5,15.7,48.3,52.2,92.83,50.1,0.227,21,10,15,40,26,48,54.2
SAS,SAS @ HOU,12/19/2022,W,48,124,46,83,55.4,17,34,50.0,15,19,78.9,9,37,46,30,19,6,6,23,19,122.8,105.0,17.8,65.2,1.58,21.1,31.6,65.6,52.5,18.8,65.7,67.9,100.5,59.3,0.229,18,14,26,48,29,49,59.2,HOU,HOU vs. SAS,L,48,105,40,94,42.6,5,24,20.8,20,31,64.5,16,25,41,23,11,13,3,16,-19,105.0,122.8,-17.8,57.5,2.09,16.1,34.4,68.4,47.5,11.0,45.2,48.8,100.5,40.7,0.33,15,15,6,68,35,70,50.0
ORL,ORL @ ATL,12/19/2022,L,48,125,45,95,47.4,12,34,35.3,23,25,92.0,10,35,45,29,8,8,8,17,-1,123.8,126.0,-2.2,64.4,3.63,20.1,30.8,77.1,53.0,7.9,53.7,59.0,100.5,50.7,0.263,21,16,20,48,33,61,54.1,ATL,ATL vs. ORL,W,48,126,48,94,51.1,12,32,37.5,18,20,90.0,6,35,41,29,10,7,3,18,1,126.0,123.8,2.2,60.4,2.9,20.7,22.9,69.2,47.0,10.0,57.4,61.3,100.5,49.3,0.213,12,12,19,62,36,62,58.1
MIN,MIN vs. DAL,12/19/2022,W,48,116,42,89,47.2,12,31,38.7,20,24,83.3,9,35,44,19,11,5,4,24,10,119.6,109.3,10.3,45.2,1.73,14.8,24.0,76.6,49.5,11.3,53.9,58.3,97.0,53.1,0.27,22,16,12,58,30,58,51.7,DAL,DAL @ MIN,L,48,106,31,76,40.8,19,45,42.2,25,31,80.6,8,34,42,23,16,5,5,23,-10,109.3,119.6,-10.3,74.2,1.44,17.6,23.4,76.0,50.5,16.5,53.3,59.1,97.0,46.9,0.408,20,8,7,18,12,31,38.7
UTA,UTA @ CLE,12/19/2022,L,48,99,36,93,38.7,10,34,29.4,17,23,73.9,15,20,35,19,14,9,2,22,-23,98.0,120.8,-22.8,52.8,1.36,13.8,31.1,78.6,46.1,13.9,44.1,48.0,101.0,31.8,0.247,15,24,2,46,26,59,44.1,CLE,CLE vs. UTA,W,48,122,43,70,61.4,15,26,57.7,21,26,80.8,4,41,45,24,23,5,4,20,23,120.8,98.0,22.8,55.8,1.04,18.3,21.4,68.9,53.9,22.8,72.1,74.9,101.0,68.2,0.371,20,4,29,50,28,44,63.6
OKC,OKC vs. POR,12/19/2022,W,48,123,40,88,45.5,11,31,35.5,32,37,86.5,11,28,39,20,12,7,5,21,2,123.0,119.8,3.2,50.0,1.67,14.6,33.3,65.2,48.5,12.0,51.7,59.0,100.5,50.3,0.42,17,13,14,56,29,57,50.9,POR,POR @ OKC,L,48,121,44,88,50.0,16,37,43.2,17,21,81.0,14,31,45,26,16,5,2,28,-2,119.8,123.0,-3.2,59.1,1.63,18.2,34.8,66.7,51.5,15.8,59.1,62.2,100.5,49.7,0.239,15,20,9,52,28,51,54.9
POR,POR @ OKC,12/19/2022,L,48,121,44,88,50.0,16,37,43.2,17,21,81.0,14,31,45,26,16,5,2,28,-2,119.8,123.0,-3.2,59.1,1.63,18.2,34.8,66.7,51.5,15.8,59.1,62.2,100.5,49.7,0.239,15,20,9,52,28,51,54.9,OKC,OKC vs. POR,W,48,123,40,88,45.5,11,31,35.5,32,37,86.5,11,28,39,20,12,7,5,21,2,123.0,119.8,3.2,50.0,1.67,14.6,33.3,65.2,48.5,12.0,51.7,59.0,100.5,50.3,0.42,17,13,14,56,29,57,50.9
CLE,CLE vs. UTA,12/19/2022,W,48,122,43,70,61.4,15,26,57.7,21,26,80.8,4,41,45,24,23,5,4,20,23,120.8,98.0,22.8,55.8,1.04,18.3,21.4,68.9,53.9,22.8,72.1,74.9,101.0,68.2,0.371,20,4,29,50,28,44,63.6,UTA,UTA @ CLE,L,48,99,36,93,38.7,10,34,29.4,17,23,73.9,15,20,35,19,14,9,2,22,-23,98.0,120.8,-22.8,52.8,1.36,13.8,31.1,78.6,46.1,13.9,44.1,48.0,101.0,31.8,0.247,15,24,2,46,26,59,44.1
HOU,HOU vs. SAS,12/19/2022,L,48,105,40,94,42.6,5,24,20.8,20,31,64.5,16,25,41,23,11,13,3,16,-19,105.0,122.8,-17.8,57.5,2.09,16.1,34.4,68.4,47.5,11.0,45.2,48.8,100.5,40.7,0.33,15,15,6,68,35,70,50.0,SAS,SAS @ HOU,W,48,124,46,83,55.4,17,34,50.0,15,19,78.9,9,37,46,30,19,6,6,23,19,122.8,105.0,17.8,65.2,1.58,21.1,31.6,65.6,52.5,18.8,65.7,67.9,100.5,59.3,0.229,18,14,26,48,29,49,59.2
ATL,ATL vs. ORL,12/19/2022,W,48,126,48,94,51.1,12,32,37.5,18,20,90.0,6,35,41,29,10,7,3,18,1,126.0,123.8,2.2,60.4,2.9,20.7,22.9,69.2,47.0,10.0,57.4,61.3,100.5,49.3,0.213,12,12,19,62,36,62,58.1,ORL,ORL @ ATL,L,48,125,45,95,47.4,12,34,35.3,23,25,92.0,10,35,45,29,8,8,8,17,-1,123.8,126.0,-2.2,64.4,3.63,20.1,30.8,77.1,53.0,7.9,53.7,59.0,100.5,50.7,0.263,21,16,20,48,33,61,54.1
PHX,PHX vs. LAL,12/19/2022,W,48,130,46,93,49.5,20,39,51.3,18,24,75.0,15,36,51,21,9,10,5,16,26,135.4,107.2,28.2,45.7,2.33,15.6,36.7,72.0,54.5,9.4,60.2,62.8,96.5,63.1,0.258,22,20,3,40,26,54,48.1,LAL,LAL @ PHX,L,48,104,39,87,44.8,12,28,42.9,14,17,82.4,10,28,38,13,15,5,5,16,-26,107.2,135.4,-28.2,33.3,0.87,10.6,28.0,63.3,45.5,15.5,51.7,55.0,96.5,36.9,0.195,7,11,14,34,27,59,45.8
SAC,SAC vs. CHA,12/19/2022,L,48,119,45,95,47.4,12,33,36.4,17,31,54.8,10,32,42,23,8,8,2,23,-6,112.3,116.8,-4.6,51.1,2.88,16.3,20.7,69.4,43.0,7.5,53.7,54.8,106.5,44.1,0.326,18,6,14,58,33,62,53.2,CHA,CHA @ SAC,W,48,125,49,95,51.6,10,31,32.3,17,23,73.9,11,45,56,26,14,4,7,25,6,116.8,112.3,4.6,53.1,1.86,17.7,30.6,79.3,57.0,13.1,56.8,59.5,106.5,55.9,0.242,13,24,13,72,39,64,60.9
LAL,LAL @ PHX,12/19/2022,L,48,104,39,87,44.8,12,28,42.9,14,17,82.4,10,28,38,13,15,5,5,16,-26,107.2,135.4,-28.2,33.3,0.87,10.6,28.0,63.3,45.5,15.5,51.7,55.0,96.5,36.9,0.195,7,11,14,34,27,59,45.8,PHX,PHX vs. LAL,W,48,130,46,93,49.5,20,39,51.3,18,24,75.0,15,36,51,21,9,10,5,16,26,135.4,107.2,28.2,45.7,2.33,15.6,36.7,72.0,54.5,9.4,60.2,62.8,96.5,63.1,0.258,22,20,3,40,26,54,48.1
MIL,MIL @ NOP,12/19/2022,W,48,128,45,81,55.6,13,40,32.5,25,31,80.6,8,36,44,26,18,8,6,21,9,121.9,113.3,8.6,57.8,1.44,18.7,23.7,65.0,49.0,17.1,63.6,67.6,105.0,56.8,0.383,18,8,17,54,32,41,78.0,NOP,NOP vs. MIL,L,48,119,42,99,42.4,18,45,40.0,17,24,70.8,17,27,44,30,15,9,0,20,-9,113.3,121.9,-8.6,71.4,2.0,19.4,35.0,76.3,51.0,14.3,51.5,54.3,105.0,43.2,0.242,22,19,7,42,24,54,44.4
TOR,TOR @ PHI,12/19/2022,L,53,101,37,88,42.0,11,40,27.5,16,20,80.0,9,41,50,24,16,6,3,20,-3,99.0,101.0,-2.0,64.9,1.5,17.3,25.0,83.7,53.5,15.7,48.3,52.2,92.83,50.1,0.227,21,10,15,40,26,48,54.2,PHI,PHI vs. TOR,W,53,104,32,80,40.0,15,42,35.7,25,27,92.6,4,37,41,22,16,8,1,21,3,101.0,99.0,2.0,68.8,1.38,16.5,16.3,75.0,46.5,15.5,49.4,56.6,92.83,49.9,0.338,14,3,16,30,17,38,44.7
DAL,DAL @ MIN,12/19/2022,L,48,106,31,76,40.8,19,45,42.2,25,31,80.6,8,34,42,23,16,5,5,23,-10,109.3,119.6,-10.3,74.2,1.44,17.6,23.4,76.0,50.5,16.5,53.3,59.1,97.0,46.9,0.408,20,8,7,18,12,31,38.7,MIN,MIN vs. DAL,W,48,116,42,89,47.2,12,31,38.7,20,24,83.3,9,35,44,19,11,5,4,24,10,119.6,109.3,10.3,45.2,1.73,14.8,24.0,76.6,49.5,11.3,53.9,58.3,97.0,53.1,0.27,22,16,12,58,30,58,51.7
NOP,NOP vs. MIL,12/19/2022,L,48,119,42,99,42.4,18,45,40.0,17,24,70.8,17,27,44,30,15,9,0,20,-9,113.3,121.9,-8.6,71.4,2.0,19.4,35.0,76.3,51.0,14.3,51.5,54.3,105.0,43.2,0.242,22,19,7,42,24,54,44.4,MIL,MIL @ NOP,W,48,128,45,81,55.6,13,40,32.5,25,31,80.6,8,36,44,26,18,8,6,21,9,121.9,113.3,8.6,57.8,1.44,18.7,23.7,65.0,49.0,17.1,63.6,67.6,105.0,56.8,0.383,18,8,17,54,32,41,78.0
CHA,CHA @ SAC,12/19/2022,W,48,125,49,95,51.6,10,31,32.3,17,23,73.9,11,45,56,26,14,4,7,25,6,116.8,112.3,4.6,53.1,1.86,17.7,30.6,79.3,57.0,13.1,56.8,59.5,106.5,55.9,0.242,13,24,13,72,39,64,60.9,SAC,SAC vs. CHA,L,48,119,45,95,47.4,12,33,36.4,17,31,54.8,10,32,42,23,8,8,2,23,-6,112.3,116.8,-4.6,51.1,2.88,16.3,20.7,69.4,43.0,7.5,53.7,54.8,106.5,44.1,0.326,18,6,14,58,33,62,53.2
CHA,CHA @ DEN,12/18/2022,L,48,115,41,96,42.7,12,38,31.6,21,23,91.3,12,36,48,26,11,7,7,26,-4,108.5,111.2,-2.7,63.4,2.36,18.1,21.8,66.1,44.1,10.4,49.0,54.2,106.5,46.8,0.24,18,10,18,54,29,58,50.0,DEN,DEN vs. CHA,W,48,119,43,94,45.7,11,33,33.3,22,34,64.7,15,40,55,33,14,6,3,17,4,111.2,108.5,2.7,76.7,2.36,20.8,33.9,78.2,55.9,13.1,51.6,54.6,106.5,53.2,0.362,7,14,20,60,32,61,52.5
WAS,WAS @ LAL,12/18/2022,L,48,117,44,95,46.3,10,39,25.6,19,24,79.2,10,38,48,24,10,5,6,20,-2,113.6,115.5,-1.9,54.5,2.4,17.0,25.9,81.6,52.4,9.7,51.6,55.4,103.0,47.9,0.253,9,14,14,58,34,56,60.7,LAL,LAL vs. WAS,W,48,119,46,92,50.0,11,27,40.7,16,22,72.7,6,37,43,29,9,4,5,18,2,115.5,113.6,1.9,63.0,3.22,20.6,18.4,74.1,47.6,8.7,56.0,58.5,103.0,52.1,0.239,10,10,21,66,35,65,53.8
DET,DET vs. BKN,12/18/2022,L,48,121,42,88,47.7,8,30,26.7,29,34,85.3,11,30,41,20,9,9,2,19,-3,123.5,125.3,-1.8,47.6,2.22,15.0,31.3,84.2,54.7,9.2,52.3,58.8,98.5,47.9,0.386,19,13,16,56,34,58,58.6,BKN,BKN @ DET,W,48,124,44,80,55.0,15,29,51.7,21,23,91.3,4,31,35,26,13,5,8,24,3,125.3,123.5,1.8,59.1,2.0,19.8,15.8,68.8,45.3,13.1,64.4,68.8,98.5,52.1,0.288,11,11,13,46,29,51,56.9
IND,IND vs. NYK,12/18/2022,L,48,106,39,90,43.3,13,38,34.2,15,23,65.2,12,32,44,20,15,5,3,28,-3,107.1,111.2,-4.2,51.3,1.33,14.7,30.9,68.1,48.0,15.2,50.6,52.9,98.5,43.9,0.256,18,17,23,40,26,52,50.0,NYK,NYK @ IND,W,48,109,39,83,47.0,8,26,30.8,23,30,76.7,14,35,49,13,16,7,9,21,3,111.2,107.1,4.2,33.3,0.81,10.3,31.9,69.1,52.0,16.3,51.8,56.7,98.5,56.1,0.361,9,13,11,52,31,57,54.4
MIN,MIN vs. CHI,12/18/2022,W,48,150,57,87,65.5,23,43,53.5,13,16,81.3,4,35,39,38,13,5,5,21,24,148.5,124.8,23.8,66.7,2.92,26.0,21.9,79.5,55.3,12.9,78.7,79.8,101.0,58.9,0.184,20,8,13,62,34,44,77.3,CHI,CHI @ MIN,L,48,126,46,88,52.3,16,38,42.1,18,24,75.0,6,24,30,31,11,6,1,16,-24,124.8,148.5,-23.8,67.4,2.82,22.0,20.5,78.1,44.7,10.9,61.4,63.9,101.0,41.1,0.273,9,9,2,48,30,50,60.0
BKN,BKN @ DET,12/18/2022,W,48,124,44,80,55.0,15,29,51.7,21,23,91.3,4,31,35,26,13,5,8,24,3,125.3,123.5,1.8,59.1,2.0,19.8,15.8,68.8,45.3,13.1,64.4,68.8,98.5,52.1,0.288,11,11,13,46,29,51,56.9,DET,DET vs. BKN,L,48,121,42,88,47.7,8,30,26.7,29,34,85.3,11,30,41,20,9,9,2,19,-3,123.5,125.3,-1.8,47.6,2.22,15.0,31.3,84.2,54.7,9.2,52.3,58.8,98.5,47.9,0.386,19,13,16,56,34,58,58.6
BOS,BOS vs. ORL,12/18/2022,L,48,92,31,89,34.8,12,47,25.5,18,21,85.7,11,43,54,22,17,7,7,17,-3,90.2,94.1,-3.9,71.0,1.29,15.7,28.3,86.8,55.8,16.7,41.6,46.8,101.5,48.6,0.236,8,12,20,34,19,42,45.2,ORL,ORL @ BOS,W,48,95,33,86,38.4,12,29,41.4,17,19,89.5,6,40,46,20,13,9,3,18,3,94.1,90.2,3.9,60.6,1.54,15.6,13.2,71.7,44.2,12.9,45.3,50.3,101.5,51.4,0.221,13,9,9,32,21,57,36.8
DEN,DEN vs. CHA,12/18/2022,W,48,119,43,94,45.7,11,33,33.3,22,34,64.7,15,40,55,33,14,6,3,17,4,111.2,108.5,2.7,76.7,2.36,20.8,33.9,78.2,55.9,13.1,51.6,54.6,106.5,53.2,0.362,7,14,20,60,32,61,52.5,CHA,CHA @ DEN,L,48,115,41,96,42.7,12,38,31.6,21,23,91.3,12,36,48,26,11,7,7,26,-4,108.5,111.2,-2.7,63.4,2.36,18.1,21.8,66.1,44.1,10.4,49.0,54.2,106.5,46.8,0.24,18,10,18,54,29,58,50.0
ORL,ORL @ BOS,12/18/2022,W,48,95,33,86,38.4,12,29,41.4,17,19,89.5,6,40,46,20,13,9,3,18,3,94.1,90.2,3.9,60.6,1.54,15.6,13.2,71.7,44.2,12.9,45.3,50.3,101.5,51.4,0.221,13,9,9,32,21,57,36.8,BOS,BOS vs. ORL,L,48,92,31,89,34.8,12,47,25.5,18,21,85.7,11,43,54,22,17,7,7,17,-3,90.2,94.1,-3.9,71.0,1.29,15.7,28.3,86.8,55.8,16.7,41.6,46.8,101.5,48.6,0.236,8,12,20,34,19,42,45.2
NYK,NYK @ IND,12/18/2022,W,48,109,39,83,47.0,8,26,30.8,23,30,76.7,14,35,49,13,16,7,9,21,3,111.2,107.1,4.2,33.3,0.81,10.3,31.9,69.1,52.0,16.3,51.8,56.7,98.5,56.1,0.361,9,13,11,52,31,57,54.4,IND,IND vs. NYK,L,48,106,39,90,43.3,13,38,34.2,15,23,65.2,12,32,44,20,15,5,3,28,-3,107.1,111.2,-4.2,51.3,1.33,14.7,30.9,68.1,48.0,15.2,50.6,52.9,98.5,43.9,0.256,18,17,23,40,26,52,50.0
GSW,GSW @ TOR,12/18/2022,W,48,126,43,81,53.1,18,39,46.2,22,26,84.6,12,29,41,31,17,6,2,21,16,129.9,113.4,16.5,72.1,1.82,21.7,37.5,60.3,51.0,17.5,64.2,68.2,97.0,61.0,0.321,21,24,18,44,25,42,59.5,TOR,TOR vs. GSW,L,48,110,40,95,42.1,13,33,39.4,17,22,77.3,18,25,43,21,14,6,2,22,-16,113.4,129.9,-16.5,52.5,1.5,14.9,39.7,62.5,49.0,14.4,48.9,52.5,97.0,39.0,0.232,23,18,5,52,27,62,43.5
LAL,LAL vs. WAS,12/18/2022,W,48,119,46,92,50.0,11,27,40.7,16,22,72.7,6,37,43,29,9,4,5,18,2,115.5,113.6,1.9,63.0,3.22,20.6,18.4,74.1,47.6,8.7,56.0,58.5,103.0,52.1,0.239,10,10,21,66,35,65,53.8,WAS,WAS @ LAL,L,48,117,44,95,46.3,10,39,25.6,19,24,79.2,10,38,48,24,10,5,6,20,-2,113.6,115.5,-1.9,54.5,2.4,17.0,25.9,81.6,52.4,9.7,51.6,55.4,103.0,47.9,0.253,9,14,14,58,34,56,60.7
CHI,CHI @ MIN,12/18/2022,L,48,126,46,88,52.3,16,38,42.1,18,24,75.0,6,24,30,31,11,6,1,16,-24,124.8,148.5,-23.8,67.4,2.82,22.0,20.5,78.1,44.7,10.9,61.4,63.9,101.0,41.1,0.273,9,9,2,48,30,50,60.0,MIN,MIN vs. CHI,W,48,150,57,87,65.5,23,43,53.5,13,16,81.3,4,35,39,38,13,5,5,21,24,148.5,124.8,23.8,66.7,2.92,26.0,21.9,79.5,55.3,12.9,78.7,79.8,101.0,58.9,0.184,20,8,13,62,34,44,77.3
TOR,TOR vs. GSW,12/18/2022,L,48,110,40,95,42.1,13,33,39.4,17,22,77.3,18,25,43,21,14,6,2,22,-16,113.4,129.9,-16.5,52.5,1.5,14.9,39.7,62.5,49.0,14.4,48.9,52.5,97.0,39.0,0.232,23,18,5,52,27,62,43.5,GSW,GSW @ TOR,W,48,126,43,81,53.1,18,39,46.2,22,26,84.6,12,29,41,31,17,6,2,21,16,129.9,113.4,16.5,72.1,1.82,21.7,37.5,60.3,51.0,17.5,64.2,68.2,97.0,61.0,0.321,21,24,18,44,25,42,59.5
LAC,LAC vs. WAS,12/17/2022,W,48,102,37,86,43.0,12,29,41.4,16,26,61.5,12,37,49,19,14,6,5,16,9,104.1,95.9,8.2,51.4,1.36,14.4,27.8,79.2,52.0,14.3,50.0,52.3,97.5,52.2,0.302,21,17,14,40,25,57,43.9,WAS,WAS @ LAC,L,48,93,36,84,42.9,9,25,36.0,12,13,92.3,7,35,42,20,16,10,2,21,-9,95.9,104.1,-8.2,55.6,1.25,15.7,20.8,72.2,48.0,16.5,48.2,51.8,97.5,47.8,0.155,15,6,27,54,27,59,45.8
CLE,CLE vs. DAL,12/17/2022,W,53,100,40,94,42.6,7,36,19.4,13,22,59.1,9,42,51,23,13,6,5,24,1,99.0,99.0,0.0,57.5,1.77,16.4,28.8,80.0,53.5,12.9,46.3,48.2,91.02,50.2,0.234,8,17,13,58,33,58,56.9,DAL,DAL @ CLE,L,53,99,36,88,40.9,15,49,30.6,12,19,63.2,5,40,45,19,12,5,6,20,-1,99.0,99.0,0.0,52.8,1.58,14.7,20.0,71.2,46.5,12.0,49.4,51.4,91.02,49.8,0.216,12,5,4,34,21,39,53.8
